id,fishmode,d,p,q,mode,income
597,charter,1.0,50.096,0.4216,charter,4.583332
598,beach,0.0,341.872,0.5333,private,7.0833316
598,pier,0.0,341.872,0.0069,private,7.0833316
598,private,1.0,22.296,0.0361,private,7.0833316
598,charter,0.0,57.296,0.4216,private,7.0833316
599,beach,0.0,80.512,0.1049,private,4.583332
599,pier,0.0,80.512,0.0451,private,4.583332
599,private,1.0,15.096,0.1574,private,4.583332
599,charter,0.0,39.096,0.4671,private,4.583332
600,beach,0.0,344.864,0.5333,charter,6.2500014
600,pier,0.0,344.864,0.4522,charter,6.2500014
600,private,0.0,38.134,0.2413,charter,6.2500014
600,charter,1.0,73.134,1.0266,charter,6.2500014
601,beach,0.0,220.064,0.5333,charter,3.75
601,pier,0.0,220.064,0.4522,charter,3.75
601,private,0.0,24.334,0.0156,charter,3.75
601,charter,1.0,59.334,0.0058,charter,3.75
602,beach,0.0,122.472,0.1049,charter,5.4166665
602,pier,0.0,122.472,0.0079,charter,5.4166665
602,private,0.0,33.534,0.0613,charter,5.4166665
602,charter,1.0,57.534,0.3087,charter,5.4166665
603,beach,0.0,72.072,0.1049,charter,2.9166665
603,pier,0.0,72.072,0.0451,charter,2.9166665
603,private,0.0,19.734,0.0023,charter,2.9166665
603,charter,1.0,43.734,0.0046,charter,2.9166665
604,beach,1.0,5.934,0.0678,beach,0.4166667
604,pier,0.0,5.934,0.0789,beach,0.4166667
604,private,0.0,7.74,0.0014,beach,0.4166667
604,charter,0.0,36.74,0.0029,beach,0.4166667
605,beach,0.0,136.864,0.5333,charter,2.0833333
605,pier,0.0,136.864,0.4522,charter,2.0833333
605,private,0.0,15.134,0.0156,charter,2.0833333
605,charter,1.0,50.134,0.0058,charter,2.0833333
606,beach,0.0,136.864,0.5333,charter,2.0833333
606,pier,0.0,136.864,0.4522,charter,2.0833333
606,private,0.0,15.134,0.0156,charter,2.0833333
606,charter,1.0,50.134,0.0058,charter,2.0833333
607,beach,0.0,136.864,0.5333,private,2.0833333
607,pier,0.0,136.864,0.4522,private,2.0833333
607,private,1.0,15.134,0.2413,private,2.0833333
607,charter,0.0,50.134,1.0266,private,2.0833333
608,beach,0.0,95.264,0.5333,charter,1.2499998
608,pier,0.0,95.264,0.0069,charter,1.2499998
608,private,0.0,10.534,0.0361,charter,1.2499998
608,charter,1.0,45.534,0.4216,charter,1.2499998
609,beach,0.0,223.272,0.1049,private,10.416666
609,pier,0.0,223.272,0.0079,private,10.416666
609,private,1.0,61.134,0.0613,private,10.416666
609,charter,0.0,85.134,0.3087,private,10.416666
610,beach,0.0,386.464,0.5333,private,7.0833316
610,pier,0.0,386.464,0.0069,private,7.0833316
610,private,1.0,42.734,0.0361,private,7.0833316
610,charter,0.0,77.734,0.4216,private,7.0833316
611,beach,0.0,303.264,0.5333,charter,5.4166665
611,pier,0.0,303.264,0.4522,charter,5.4166665
611,private,0.0,33.534,0.2413,charter,5.4166665
611,charter,1.0,68.534,1.0266,charter,5.4166665
612,beach,1.0,24.334,0.0678,beach,3.75
612,pier,0.0,24.334,0.0789,beach,3.75
612,private,0.0,31.74,0.1643,beach,3.75
612,charter,0.0,60.74,0.5391,beach,3.75
613,beach,0.0,72.072,0.1049,charter,2.9166665
613,pier,0.0,72.072,0.0079,charter,2.9166665
613,private,0.0,19.734,0.0613,charter,2.9166665
613,charter,1.0,43.734,0.3087,charter,2.9166665
614,beach,0.0,265.272,0.1049,private,12.499998
614,pier,0.0,265.272,0.0079,private,12.499998
614,private,1.0,72.634,0.0613,private,12.499998
614,charter,0.0,96.634,0.3087,private,12.499998
615,beach,0.0,178.464,0.5333,private,2.9166665
615,pier,0.0,178.464,0.4522,private,2.9166665
615,private,1.0,19.734,0.2413,private,2.9166665
615,charter,0.0,54.734,1.0266,private,2.9166665
616,beach,0.0,54.912,0.1049,charter,2.9166665
616,pier,0.0,54.912,0.0451,charter,2.9166665
616,private,0.0,10.296,0.1574,charter,2.9166665
616,charter,1.0,34.296,0.4671,charter,2.9166665
617,beach,0.0,22.296,0.0678,pier,7.0833316
617,pier,1.0,22.296,0.0789,pier,7.0833316
617,private,0.0,100.332,0.1643,pier,7.0833316
617,charter,0.0,129.332,0.5391,pier,7.0833316
618,beach,0.0,581.072,0.5333,private,12.499998
618,pier,0.0,581.072,0.4522,private,12.499998
618,private,1.0,37.896,0.2413,private,12.499998
618,charter,0.0,72.896,1.0266,private,12.499998
619,beach,0.0,67.712,0.1049,private,3.75
619,pier,0.0,67.712,0.0451,private,3.75
619,private,1.0,12.696,0.1574,private,3.75
619,charter,0.0,36.696,0.4671,private,3.75
620,beach,0.0,93.312,0.1049,private,5.4166665
620,pier,0.0,93.312,0.0451,private,5.4166665
620,private,1.0,17.496,0.0238,private,5.4166665
620,charter,0.0,41.496,0.0468,private,5.4166665
621,beach,1.0,93.312,0.2537,beach,5.4166665
621,pier,0.0,93.312,0.1498,beach,5.4166665
621,private,0.0,93.312,0.0233,beach,5.4166665
621,charter,0.0,111.812,0.0219,beach,5.4166665
622,beach,0.0,220.064,0.5333,charter,3.75
622,pier,0.0,220.064,0.4522,charter,3.75
622,private,0.0,24.334,0.0156,charter,3.75
622,charter,1.0,59.334,0.0058,charter,3.75
623,beach,0.0,178.464,0.5333,charter,2.9166665
623,pier,0.0,178.464,0.4522,charter,2.9166665
623,private,0.0,19.734,0.2413,charter,2.9166665
623,charter,1.0,54.734,1.0266,charter,2.9166665
624,beach,0.0,265.272,0.1049,private,12.499998
624,pier,0.0,265.272,0.0451,private,12.499998
624,private,1.0,72.634,0.1574,private,12.499998
624,charter,0.0,96.634,0.4671,private,12.499998
625,beach,0.0,56.534,0.0678,pier,9.583336
625,pier,1.0,56.534,0.0789,pier,9.583336
625,private,0.0,73.74,0.1643,pier,9.583336
625,charter,0.0,102.74,0.5391,pier,9.583336
626,beach,0.0,122.472,0.1049,charter,5.4166665
626,pier,0.0,122.472,0.0451,charter,5.4166665
626,private,0.0,33.534,0.0238,charter,5.4166665
626,charter,1.0,57.534,0.0468,charter,5.4166665
627,beach,1.0,15.134,0.0678,beach,2.0833333
627,pier,0.0,15.134,0.0789,beach,2.0833333
627,private,0.0,19.74,0.1643,beach,2.0833333
627,charter,0.0,48.74,0.5391,beach,2.0833333
628,beach,0.0,261.664,0.5333,private,4.583332
628,pier,0.0,261.664,0.0069,private,4.583332
628,private,1.0,28.934,0.0361,private,4.583332
628,charter,0.0,63.934,0.4216,private,4.583332
629,beach,1.0,42.734,0.0678,beach,7.0833316
629,pier,0.0,42.734,0.0789,beach,7.0833316
629,private,0.0,55.74,0.1643,beach,7.0833316
629,charter,0.0,84.74,0.5391,beach,7.0833316
630,beach,0.0,189.672,0.1049,private,8.750001
630,pier,0.0,189.672,0.0451,private,8.750001
630,private,1.0,51.934,0.0023,private,8.750001
630,charter,0.0,75.934,0.0046,private,8.750001
631,beach,0.0,344.864,0.5333,private,6.2500014
631,pier,0.0,344.864,0.4522,private,6.2500014
631,private,1.0,38.134,0.2413,private,6.2500014
631,charter,0.0,73.134,1.0266,private,6.2500014
632,beach,0.0,54.912,0.1049,private,2.9166665
632,pier,0.0,54.912,0.0451,private,2.9166665
632,private,1.0,10.296,0.0023,private,2.9166665
632,charter,0.0,34.296,0.0046,private,2.9166665
633,beach,0.0,157.872,0.5333,private,2.9166665
633,pier,0.0,157.872,0.0069,private,2.9166665
633,private,1.0,10.296,0.0361,private,2.9166665
633,charter,0.0,45.296,0.4216,private,2.9166665
634,beach,0.0,415.472,0.5333,charter,8.750001
634,pier,0.0,415.472,0.0069,charter,8.750001
634,private,0.0,27.096,0.0361,charter,8.750001
634,charter,1.0,62.096,0.4216,charter,8.750001
635,beach,0.0,581.072,0.5333,private,12.499998
635,pier,0.0,581.072,0.4522,private,12.499998
635,private,1.0,37.896,0.0156,private,12.499998
635,charter,0.0,72.896,0.0058,private,12.499998
636,beach,0.0,378.672,0.5333,charter,7.9166665
636,pier,0.0,378.672,0.4522,charter,7.9166665
636,private,0.0,24.696,0.1665,charter,7.9166665
636,charter,1.0,59.696,0.3975,charter,7.9166665
637,beach,0.0,19.896,0.0678,private,6.2500014
637,pier,0.0,19.896,0.0025,private,6.2500014
637,private,1.0,106.112,0.0108,private,6.2500014
637,charter,0.0,141.112,0.2377,private,6.2500014
638,beach,0.0,67.712,0.1049,charter,3.75
638,pier,0.0,67.712,0.0451,charter,3.75
638,private,0.0,12.696,0.0238,charter,3.75
638,charter,1.0,36.696,0.0468,charter,3.75
639,beach,0.0,17.496,0.0678,pier,5.4166665
639,pier,1.0,17.496,0.0025,pier,5.4166665
639,private,0.0,78.732,0.0499,pier,5.4166665
639,charter,0.0,107.732,0.2421,pier,5.4166665
640,beach,0.0,452.272,0.5333,private,9.583336
640,pier,0.0,452.272,0.4522,private,9.583336
640,private,1.0,29.496,0.2413,private,9.583336
640,charter,0.0,64.496,1.0266,private,9.583336
641,beach,0.0,93.312,0.1049,charter,5.4166665
641,pier,0.0,93.312,0.0079,charter,5.4166665
641,private,0.0,17.496,0.0613,charter,5.4166665
641,charter,1.0,41.496,0.3087,charter,5.4166665
642,beach,0.0,12.696,0.0678,pier,3.75
642,pier,1.0,12.696,0.0789,pier,3.75
642,private,0.0,57.132,0.1643,pier,3.75
642,charter,0.0,86.132,0.5391,pier,3.75
643,beach,0.0,202.112,0.1049,private,12.499998
643,pier,0.0,202.112,0.0451,private,12.499998
643,private,1.0,37.896,0.0023,private,12.499998
643,charter,0.0,61.896,0.0046,private,12.499998
644,beach,0.0,489.072,0.5333,charter,10.416666
644,pier,0.0,489.072,0.4522,charter,10.416666
644,private,0.0,31.896,0.2413,charter,10.416666
644,charter,1.0,66.896,1.0266,charter,10.416666
645,beach,0.0,54.912,0.1049,private,2.9166665
645,pier,0.0,54.912,0.0079,private,2.9166665
645,private,1.0,10.296,0.0613,private,2.9166665
645,charter,0.0,34.296,0.3087,private,2.9166665
646,beach,0.0,5.496,0.0678,pier,1.2499998
646,pier,1.0,5.496,0.0025,pier,1.2499998
646,private,0.0,24.732,0.0499,pier,1.2499998
646,charter,0.0,53.732,0.2421,pier,1.2499998
647,beach,0.0,10.296,0.0678,charter,2.9166665
647,pier,0.0,10.296,0.0789,charter,2.9166665
647,private,0.0,54.912,0.0897,charter,2.9166665
647,charter,1.0,89.912,1.0905,charter,2.9166665
648,beach,0.0,12.696,0.0678,private,3.75
648,pier,0.0,12.696,0.0789,private,3.75
648,private,1.0,67.712,0.0102,private,3.75
648,charter,0.0,102.712,0.0209,private,3.75
649,beach,0.0,231.472,0.5333,charter,4.583332
649,pier,0.0,231.472,0.0069,charter,4.583332
649,private,0.0,15.096,0.0361,charter,4.583332
649,charter,1.0,50.096,0.4216,charter,4.583332
650,beach,1.0,10.296,0.0678,beach,2.9166665
650,pier,0.0,10.296,0.0789,beach,2.9166665
650,private,0.0,46.332,0.1643,beach,2.9166665
650,charter,0.0,75.332,0.5391,beach,2.9166665
651,beach,0.0,42.112,0.1049,private,2.0833333
651,pier,0.0,42.112,0.0451,private,2.0833333
651,private,1.0,7.896,0.1574,private,2.0833333
651,charter,0.0,31.896,0.4671,private,2.0833333
652,beach,0.0,231.472,0.5333,charter,4.583332
652,pier,0.0,231.472,0.4522,charter,4.583332
652,private,0.0,15.096,0.1665,charter,4.583332
652,charter,1.0,50.096,0.3975,charter,4.583332
653,beach,0.0,121.072,0.5333,charter,2.0833333
653,pier,0.0,121.072,0.0069,charter,2.0833333
653,private,0.0,7.896,0.0361,charter,2.0833333
653,charter,1.0,42.896,0.4216,charter,2.0833333
654,beach,0.0,231.472,0.5333,private,4.583332
654,pier,0.0,231.472,0.4522,private,4.583332
654,private,1.0,15.096,0.0156,private,4.583332
654,charter,0.0,50.096,0.0058,private,4.583332
655,beach,0.0,10.296,0.0678,pier,2.9166665
655,pier,1.0,10.296,0.0789,pier,2.9166665
655,private,0.0,46.332,0.1643,pier,2.9166665
655,charter,0.0,75.332,0.5391,pier,2.9166665
656,beach,1.0,5.496,0.0678,beach,1.2499998
656,pier,0.0,5.496,0.0789,beach,1.2499998
656,private,0.0,24.732,0.1643,beach,1.2499998
656,charter,0.0,53.732,0.5391,beach,1.2499998
657,beach,0.0,202.112,0.1049,private,12.499998
657,pier,0.0,202.112,0.0451,private,12.499998
657,private,1.0,37.896,0.0238,private,12.499998
657,charter,0.0,61.896,0.0468,private,12.499998
658,beach,0.0,78.732,0.0678,pier,5.4166665
658,pier,1.0,78.732,0.0503,pier,5.4166665
658,private,0.0,78.732,0.2601,pier,5.4166665
658,charter,0.0,103.732,0.5391,pier,5.4166665
659,beach,0.0,268.272,0.5333,private,5.4166665
659,pier,0.0,268.272,0.4522,private,5.4166665
659,private,1.0,17.496,0.2413,private,5.4166665
659,charter,0.0,52.496,1.0266,private,5.4166665
660,beach,1.0,9.87,0.2537,beach,2.0833333
660,pier,0.0,9.87,0.1498,beach,2.0833333
660,private,0.0,32.9,0.2339,beach,2.0833333
660,charter,0.0,51.4,0.6288,beach,2.0833333
661,beach,0.0,36.87,0.2537,pier,9.583336
661,pier,1.0,36.87,0.1498,pier,9.583336
661,private,0.0,122.9,0.2339,pier,9.583336
661,charter,0.0,141.4,0.6288,pier,9.583336
662,beach,0.0,276.432,0.5333,charter,10.416666
662,pier,0.0,276.432,0.0069,charter,10.416666
662,private,0.0,212.64,0.0361,charter,10.416666
662,charter,1.0,247.64,0.4216,charter,10.416666
663,beach,0.0,100.016,0.0678,charter,2.0833333
663,pier,0.0,100.016,0.0052,charter,2.0833333
663,private,0.0,9.87,0.0732,charter,2.0833333
663,charter,1.0,39.37,0.1726,charter,2.0833333
664,beach,0.0,193.232,0.5333,charter,7.0833316
664,pier,0.0,193.232,0.4522,charter,7.0833316
664,private,0.0,148.64,0.2413,charter,7.0833316
664,charter,1.0,183.64,1.0266,charter,7.0833316
665,beach,0.0,52.64,0.0678,private,2.0833333
665,pier,0.0,52.64,0.0789,private,2.0833333
665,private,1.0,9.87,0.0102,private,2.0833333
665,charter,0.0,44.87,0.0209,private,2.0833333
666,beach,0.0,191.216,0.0678,private,4.583332
666,pier,0.0,191.216,0.0503,private,4.583332
666,private,1.0,18.87,0.0143,private,4.583332
666,charter,0.0,48.37,0.0289,private,4.583332
667,beach,1.0,47.37,0.2537,beach,12.499998
667,pier,0.0,47.37,0.1498,beach,12.499998
667,private,0.0,157.9,0.0233,beach,12.499998
667,charter,0.0,176.4,0.0219,beach,12.499998
668,beach,0.0,68.64,0.0678,charter,2.9166665
668,pier,0.0,68.64,0.0789,charter,2.9166665
668,private,0.0,12.87,0.0897,charter,2.9166665
668,charter,1.0,47.87,1.0905,charter,2.9166665
669,beach,0.0,252.64,0.0678,private,12.499998
669,pier,0.0,252.64,0.0789,private,12.499998
669,private,1.0,47.37,0.0102,private,12.499998
669,charter,0.0,82.37,0.0209,private,12.499998
670,beach,0.0,191.216,0.0678,private,4.583332
670,pier,0.0,191.216,0.0503,private,4.583332
670,private,1.0,18.87,0.0143,private,4.583332
670,charter,0.0,48.37,0.0289,private,4.583332
671,beach,0.0,68.64,0.0678,private,2.9166665
671,pier,0.0,68.64,0.0025,private,2.9166665
671,private,1.0,12.87,0.0108,private,2.9166665
671,charter,0.0,47.87,0.2377,private,2.9166665
672,beach,0.0,160.816,0.0678,private,3.75
672,pier,0.0,160.816,0.0503,private,3.75
672,private,1.0,15.87,0.0143,private,3.75
672,charter,0.0,45.37,0.0289,private,3.75
673,beach,0.0,148.64,0.0678,private,7.0833316
673,pier,0.0,148.64,0.0789,private,7.0833316
673,private,1.0,27.87,0.0559,private,7.0833316
673,charter,0.0,62.87,0.6456,private,7.0833316
674,beach,0.0,84.64,0.0678,private,3.75
674,pier,0.0,84.64,0.0789,private,3.75
674,private,1.0,15.87,0.0102,private,3.75
674,charter,0.0,50.87,0.0209,private,3.75
675,beach,0.0,180.64,0.0678,charter,8.750001
675,pier,0.0,180.64,0.0789,charter,8.750001
675,private,0.0,33.87,0.0102,charter,8.750001
675,charter,1.0,68.87,0.0209,charter,8.750001
676,beach,1.0,9.87,0.2537,beach,2.0833333
676,pier,0.0,9.87,0.1498,beach,2.0833333
676,private,0.0,32.9,0.2339,beach,2.0833333
676,charter,0.0,51.4,0.6288,beach,2.0833333
677,beach,0.0,100.64,0.0678,charter,4.583332
677,pier,0.0,100.64,0.0789,charter,4.583332
677,private,0.0,18.87,0.0897,charter,4.583332
677,charter,1.0,53.87,1.0905,charter,4.583332
678,beach,0.0,148.64,0.0678,private,7.0833316
678,pier,0.0,148.64,0.0789,private,7.0833316
678,private,1.0,27.87,0.0102,private,7.0833316
678,charter,0.0,62.87,0.0209,private,7.0833316
679,beach,0.0,148.64,0.0678,private,7.0833316
679,pier,0.0,148.64,0.0789,private,7.0833316
679,private,1.0,27.87,0.0102,private,7.0833316
679,charter,0.0,62.87,0.0209,private,7.0833316
680,beach,0.0,191.216,0.0678,private,4.583332
680,pier,0.0,191.216,0.0503,private,4.583332
680,private,1.0,18.87,0.0143,private,4.583332
680,charter,0.0,48.37,0.0289,private,4.583332
681,beach,0.0,68.64,0.0678,charter,2.9166665
681,pier,0.0,68.64,0.0025,charter,2.9166665
681,private,0.0,12.87,0.0108,charter,2.9166665
681,charter,1.0,47.87,0.2377,charter,2.9166665
682,beach,0.0,100.64,0.0678,private,4.583332
682,pier,0.0,100.64,0.0789,private,4.583332
682,private,1.0,18.87,0.0102,private,4.583332
682,charter,0.0,53.87,0.0209,private,4.583332
683,beach,0.0,191.216,0.0678,private,4.583332
683,pier,0.0,191.216,0.0503,private,4.583332
683,private,1.0,18.87,0.0143,private,4.583332
683,charter,0.0,48.37,0.0289,private,4.583332
684,beach,0.0,132.64,0.0678,charter,6.2500014
684,pier,0.0,132.64,0.0789,charter,6.2500014
684,private,0.0,24.87,0.0897,charter,6.2500014
684,charter,1.0,59.87,1.0905,charter,6.2500014
685,beach,0.0,36.64,0.0678,charter,1.2499998
685,pier,0.0,36.64,0.0789,charter,1.2499998
685,private,0.0,6.87,0.0559,charter,1.2499998
685,charter,1.0,41.87,0.6456,charter,1.2499998
686,beach,0.0,52.64,0.0678,charter,2.0833333
686,pier,0.0,52.64,0.0789,charter,2.0833333
686,private,0.0,9.87,0.0102,charter,2.0833333
686,charter,1.0,44.87,0.0209,charter,2.0833333
687,beach,1.0,12.87,0.2537,beach,2.9166665
687,pier,0.0,12.87,0.1498,beach,2.9166665
687,private,0.0,42.9,0.2339,beach,2.9166665
687,charter,0.0,61.4,0.6288,beach,2.9166665
688,beach,0.0,47.37,0.2537,pier,12.499998
688,pier,1.0,47.37,0.1498,pier,12.499998
688,private,0.0,157.9,0.2339,pier,12.499998
688,charter,0.0,176.4,0.6288,pier,12.499998
689,beach,1.0,27.87,0.2537,beach,7.0833316
689,pier,0.0,27.87,0.1498,beach,7.0833316
689,private,0.0,92.9,0.2339,beach,7.0833316
689,charter,0.0,111.4,0.6288,beach,7.0833316
690,beach,0.0,18.87,0.2537,pier,4.583332
690,pier,1.0,18.87,0.1498,pier,4.583332
690,private,0.0,62.9,0.2339,pier,4.583332
690,charter,0.0,81.4,0.6288,pier,4.583332
691,beach,0.0,160.816,0.0678,charter,3.75
691,pier,0.0,160.816,0.0503,charter,3.75
691,private,0.0,15.87,0.0016,charter,3.75
691,charter,1.0,45.37,0.1176,charter,3.75
692,beach,0.0,164.64,0.0678,charter,7.9166665
692,pier,0.0,164.64,0.0789,charter,7.9166665
692,private,0.0,30.87,0.0897,charter,7.9166665
692,charter,1.0,65.87,1.0905,charter,7.9166665
693,beach,0.0,191.216,0.0678,private,4.583332
693,pier,0.0,191.216,0.0503,private,4.583332
693,private,1.0,18.87,0.0143,private,4.583332
693,charter,0.0,48.37,0.0289,private,4.583332
694,beach,0.0,84.64,0.0678,private,3.75
694,pier,0.0,84.64,0.0789,private,3.75
694,private,1.0,15.87,0.0102,private,3.75
694,charter,0.0,50.87,0.0209,private,3.75
695,beach,0.0,24.87,0.2537,charter,6.2500014
695,pier,0.0,24.87,0.1498,charter,6.2500014
695,private,0.0,172.432,0.6817,charter,6.2500014
695,charter,1.0,197.432,2.3014,charter,6.2500014
696,beach,1.0,12.87,0.2537,beach,2.9166665
696,pier,0.0,12.87,0.1498,beach,2.9166665
696,private,0.0,42.9,0.0082,beach,2.9166665
696,charter,0.0,61.4,0.0044,beach,2.9166665
697,beach,0.0,116.64,0.0678,private,5.4166665
697,pier,0.0,116.64,0.0789,private,5.4166665
697,private,1.0,21.87,0.0897,private,5.4166665
697,charter,0.0,56.87,1.0905,private,5.4166665
698,beach,0.0,33.87,0.2537,pier,8.750001
698,pier,1.0,33.87,0.1498,pier,8.750001
698,private,0.0,112.9,0.2339,pier,8.750001
698,charter,0.0,131.4,0.6288,pier,8.750001
699,beach,0.0,252.016,0.0678,private,6.2500014
699,pier,0.0,252.016,0.0503,private,6.2500014
699,private,1.0,24.87,0.0016,private,6.2500014
699,charter,0.0,54.37,0.1176,private,6.2500014
700,beach,0.0,252.016,0.0678,private,6.2500014
700,pier,0.0,252.016,0.0503,private,6.2500014
700,private,1.0,24.87,0.0143,private,6.2500014
700,charter,0.0,54.37,0.0289,private,6.2500014
701,beach,0.0,24.87,0.2537,pier,6.2500014
701,pier,1.0,24.87,0.1498,pier,6.2500014
701,private,0.0,82.9,0.2339,pier,6.2500014
701,charter,0.0,101.4,0.6288,pier,6.2500014
702,beach,0.0,100.64,0.0678,private,4.583332
702,pier,0.0,100.64,0.0789,private,4.583332
702,private,1.0,18.87,0.0559,private,4.583332
702,charter,0.0,53.87,0.6456,private,4.583332
703,beach,0.0,100.64,0.0678,charter,4.583332
703,pier,0.0,100.64,0.0789,charter,4.583332
703,private,0.0,18.87,0.0559,charter,4.583332
703,charter,1.0,53.87,0.6456,charter,4.583332
704,beach,0.0,100.64,0.0678,private,4.583332
704,pier,0.0,100.64,0.0789,private,4.583332
704,private,1.0,18.87,0.0559,private,4.583332
704,charter,0.0,53.87,0.6456,private,4.583332
705,beach,0.0,6.87,0.2537,pier,1.2499998
705,pier,1.0,6.87,0.1498,pier,1.2499998
705,private,0.0,22.9,0.0233,pier,1.2499998
705,charter,0.0,41.4,0.0219,pier,1.2499998
706,beach,0.0,15.87,0.2537,pier,3.75
706,pier,1.0,15.87,0.1498,pier,3.75
706,private,0.0,68.77,0.0233,pier,3.75
706,charter,0.0,87.27,0.0219,pier,3.75
707,beach,0.0,221.408,0.0678,private,4.583332
707,pier,0.0,221.408,0.0503,private,4.583332
707,private,1.0,18.87,0.0143,private,4.583332
707,charter,0.0,48.37,0.0289,private,4.583332
708,beach,1.0,27.87,0.2537,beach,7.0833316
708,pier,0.0,27.87,0.1498,beach,7.0833316
708,private,0.0,120.77,0.0233,beach,7.0833316
708,charter,0.0,139.27,0.0219,beach,7.0833316
709,beach,1.0,9.87,0.2537,beach,2.0833333
709,pier,0.0,9.87,0.1498,beach,2.0833333
709,private,0.0,42.77,0.0233,beach,2.0833333
709,charter,0.0,61.27,0.0219,beach,2.0833333
710,beach,0.0,9.87,0.2537,pier,2.0833333
710,pier,1.0,9.87,0.1498,pier,2.0833333
710,private,0.0,42.77,0.2339,pier,2.0833333
710,charter,0.0,61.27,0.6288,pier,2.0833333
711,beach,0.0,15.87,0.2537,pier,3.75
711,pier,1.0,15.87,0.1498,pier,3.75
711,private,0.0,68.77,0.0233,pier,3.75
711,charter,0.0,87.27,0.0219,pier,3.75
712,beach,1.0,18.87,0.2537,beach,4.583332
712,pier,0.0,18.87,0.1498,beach,4.583332
712,private,0.0,81.77,0.2339,beach,4.583332
712,charter,0.0,100.27,0.6288,beach,4.583332
713,beach,0.0,116.64,0.0678,charter,5.4166665
713,pier,0.0,116.64,0.0789,charter,5.4166665
713,private,0.0,21.87,0.0102,charter,5.4166665
713,charter,1.0,56.87,0.0209,charter,5.4166665
714,beach,1.0,21.87,0.2537,beach,5.4166665
714,pier,0.0,21.87,0.1498,beach,5.4166665
714,private,0.0,72.9,0.2339,beach,5.4166665
714,charter,0.0,91.4,0.6288,beach,5.4166665
715,beach,0.0,12.87,0.2537,pier,2.9166665
715,pier,1.0,12.87,0.1498,pier,2.9166665
715,private,0.0,42.9,0.2339,pier,2.9166665
715,charter,0.0,61.4,0.6288,pier,2.9166665
716,beach,0.0,12.87,0.2537,pier,2.9166665
716,pier,1.0,12.87,0.1498,pier,2.9166665
716,private,0.0,42.9,0.0233,pier,2.9166665
716,charter,0.0,61.4,0.0219,pier,2.9166665
717,beach,0.0,116.64,0.0678,charter,5.4166665
717,pier,0.0,116.64,0.0789,charter,5.4166665
717,private,0.0,21.87,0.0897,charter,5.4166665
717,charter,1.0,56.87,1.0905,charter,5.4166665
718,beach,0.0,84.64,0.0678,charter,3.75
718,pier,0.0,84.64,0.0025,charter,3.75
718,private,0.0,15.87,0.0108,charter,3.75
718,charter,1.0,50.87,0.2377,charter,3.75
719,beach,0.0,132.64,0.0678,charter,6.2500014
719,pier,0.0,132.64,0.0789,charter,6.2500014
719,private,0.0,24.87,0.0897,charter,6.2500014
719,charter,1.0,59.87,1.0905,charter,6.2500014
720,beach,0.0,52.64,0.0678,charter,2.0833333
720,pier,0.0,52.64,0.0789,charter,2.0833333
720,private,0.0,9.87,0.0559,charter,2.0833333
720,charter,1.0,44.87,0.6456,charter,2.0833333
721,beach,0.0,9.87,0.2537,private,2.0833333
721,pier,0.0,9.87,0.1498,private,2.0833333
721,private,1.0,32.9,0.2339,private,2.0833333
721,charter,0.0,51.4,0.6288,private,2.0833333
722,beach,0.0,148.64,0.0678,charter,7.0833316
722,pier,0.0,148.64,0.0789,charter,7.0833316
722,private,0.0,27.87,0.0102,charter,7.0833316
722,charter,1.0,62.87,0.0209,charter,7.0833316
723,beach,0.0,180.64,0.0678,private,8.750001
723,pier,0.0,180.64,0.0789,private,8.750001
723,private,1.0,33.87,0.0559,private,8.750001
723,charter,0.0,68.87,0.6456,private,8.750001
724,beach,0.0,130.416,0.0678,charter,2.9166665
724,pier,0.0,130.416,0.0503,charter,2.9166665
724,private,0.0,12.87,0.0016,charter,2.9166665
724,charter,1.0,42.37,0.1176,charter,2.9166665
725,beach,0.0,221.616,0.0678,private,5.4166665
725,pier,0.0,221.616,0.0503,private,5.4166665
725,private,1.0,21.87,0.0143,private,5.4166665
725,charter,0.0,51.37,0.0289,private,5.4166665
726,beach,0.0,36.87,0.2537,pier,9.583336
726,pier,1.0,36.87,0.1498,pier,9.583336
726,private,0.0,122.9,0.2339,pier,9.583336
726,charter,0.0,141.4,0.6288,pier,9.583336
727,beach,0.0,191.216,0.0678,private,4.583332
727,pier,0.0,191.216,0.0052,private,4.583332
727,private,1.0,18.87,0.0732,private,4.583332
727,charter,0.0,48.37,0.1726,private,4.583332
728,beach,0.0,68.64,0.0678,charter,2.9166665
728,pier,0.0,68.64,0.0789,charter,2.9166665
728,private,0.0,12.87,0.0102,charter,2.9166665
728,charter,1.0,47.87,0.0209,charter,2.9166665
729,beach,0.0,30.87,0.2537,pier,7.9166665
729,pier,1.0,30.87,0.1498,pier,7.9166665
729,private,0.0,102.9,0.2339,pier,7.9166665
729,charter,0.0,121.4,0.6288,pier,7.9166665
730,beach,0.0,282.416,0.0678,private,7.0833316
730,pier,0.0,282.416,0.0503,private,7.0833316
730,private,1.0,27.87,0.0143,private,7.0833316
730,charter,0.0,57.37,0.0289,private,7.0833316
731,beach,0.0,116.64,0.0678,private,5.4166665
731,pier,0.0,116.64,0.0789,private,5.4166665
731,private,1.0,21.87,0.0559,private,5.4166665
731,charter,0.0,56.87,0.6456,private,5.4166665
732,beach,0.0,84.64,0.0678,private,3.75
732,pier,0.0,84.64,0.0789,private,3.75
732,private,1.0,15.87,0.0897,private,3.75
732,charter,0.0,50.87,1.0905,private,3.75
